Displaced,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Target
1,1,0,0,21,12.25,10.33333333,Dropout
0,0,0,0,18,14.5,15.16666667,Graduate
1,1,0,0,23,15.57142857,16.375,Graduate
0,1,0,0,18,15.57142857,14.71428571,Graduate
0,1,0,0,32,13.8,12.16666667,Graduate
0,0,0,0,29,10.66666667,14.8,Dropout
1,1,0,1,20,11.6,11.75,Graduate
1,0,0,0,28,13,0,Dropout
0,1,0,0,27,12,13.625,Graduate
0,1,0,0,22,12.33333333,12.33333333,Graduate
0,1,0,0,37,12.875,12.9,Graduate
0,0,0,0,28,11,0,Dropout
0,0,0,0,43,12.25,10.5,Dropout
1,0,0,0,32,0,0,Dropout
0,1,0,1,20,10.75,11.5,Graduate
0,1,0,1,35,13.63,13.63,Graduate
1,1,0,0,21,13,11.5,Graduate
1,1,0,1,18,13.53333333,12.22857143,Graduate
0,1,0,1,18,16.9,16.37777778,Graduate
1,1,0,0,18,12,12,Graduate
1,1,0,0,22,12.5,13.28571429,Graduate
1,1,0,0,19,12.76428571,12.76428571,Graduate
1,1,0,1,18,13.75,12.16666667,Graduate
1,1,0,0,19,0,0,Dropout
0,1,0,1,18,14.60428571,15.68333333,Graduate
0,0,0,0,31,0,0,Dropout
0,1,0,1,33,13.83333333,12.5,Graduate
1,1,0,1,19,13.57625,13.57625,Graduate
1,1,0,1,18,15.14285714,15.83333333,Graduate
0,1,0,0,23,10.66666667,11.6,Graduate
1,1,0,0,20,11.2,12,Graduate
1,1,0,0,18,13.76375,13.76375,Graduate
1,1,0,0,21,13.25,12.2,Graduate
0,1,0,1,22,10.71428571,12.2,Graduate
1,1,0,0,20,12.16666667,11.66666667,Graduate
1,1,0,0,23,14.35714286,14.35714286,Graduate
1,1,0,0,19,12.83333333,12.66666667,Graduate
1,1,0,0,19,13.92571429,13.92571429,Graduate
0,1,0,0,26,12,11,Dropout
1,1,0,0,18,13.44285714,13.74444444,Graduate
1,1,1,0,18,16,0,Dropout
1,1,1,0,20,13.125,13.2,Graduate
0,1,1,0,19,0,0,Dropout
0,0,1,0,32,11.4,11,Dropout
0,0,1,0,31,11,11.66666667,Dropout
0,1,1,0,25,11,10,Graduate
1,1,0,0,21,13.66666667,13,Graduate
0,0,0,0,31,11.75,10,Dropout
0,1,0,0,34,10,13,Dropout
0,1,0,1,18,13.5,12.83333333,Graduate
1,1,0,0,19,0,0,Dropout
1,1,0,0,21,12,11,Graduate
1,0,0,0,18,13,11.8,Dropout
1,1,0,0,20,14.83333333,16,Graduate
1,1,0,0,20,11.83333333,12.85714286,Graduate
1,1,0,1,18,12,12.33333333,Graduate
1,1,0,0,19,12.75,11.33333333,Graduate
1,1,0,0,19,0,14.75,Graduate
1,1,0,1,30,0,10,Dropout
1,1,0,0,19,12,12.85714286,Graduate
1,1,0,0,19,11.67777778,13.8,Graduate
1,1,0,1,19,13.6,13.6,Graduate
1,1,0,0,19,16,15.875,Graduate
1,1,0,0,20,11.8,11.5,Graduate
0,1,1,0,25,0,14,Dropout
0,1,1,0,19,0,0,Dropout
0,1,0,1,34,16.14285714,16.2,Graduate
1,1,0,1,18,11.78571429,11.78571429,Graduate
1,1,0,1,18,13.42375,13.42375,Graduate
0,1,0,0,20,12.5,14.16666667,Graduate
1,1,0,1,20,12.46428571,12.46428571,Graduate
0,1,0,0,23,12.375,12.6,Graduate
0,1,0,0,28,10,0,Dropout
0,1,0,0,18,12.6,12.42857143,Graduate
1,1,0,0,19,12.6,12.4,Graduate
1,1,0,0,34,10,12,Dropout
0,1,0,0,35,0,0,Dropout
0,1,0,0,32,11.6,12.33333333,Graduate
1,1,0,0,19,12.16666667,13.5,Graduate
1,1,0,0,18,13.6,12.66666667,Graduate
0,0,0,0,35,12.5,11.8,Dropout
0,1,1,1,24,12.25,11.5,Graduate
1,1,0,1,20,11.71428571,12.625,Graduate
1,1,1,1,18,13.5,13,Graduate
1,1,1,1,20,13.02428571,13.02428571,Graduate
1,0,1,0,18,0,0,Dropout
0,1,1,1,18,17.33333333,18.57142857,Graduate
0,1,1,1,20,11,11.5,Graduate
1,1,1,0,19,13.66666667,12.5,Dropout
1,1,1,1,20,11.375,13.8,Graduate
0,1,1,0,19,12.83333333,11.83333333,Graduate
1,1,1,0,20,12.6,11.5,Graduate
1,1,1,0,22,14.33333333,13.77142857,Graduate
0,1,1,1,18,13.5,13.625,Graduate
0,1,1,0,19,14.28571429,14.28571429,Graduate
0,1,1,0,22,11.75,10,Dropout
1,1,1,0,20,14.8,17.6,Graduate
0,0,1,0,34,0,0,Dropout
0,1,1,0,24,10,0,Dropout
1,1,1,0,26,0,0,Dropout
0,1,1,0,35,12.6,12.38,Dropout
1,1,1,0,22,12.42857143,11.8,Graduate
1,1,1,0,26,10,12,Graduate
0,1,1,0,19,12.33333333,0,Dropout
1,0,1,0,19,0,0,Dropout
0,1,1,0,20,0,0,Graduate
0,1,1,0,21,12.1,13.33333333,Graduate
1,1,0,1,19,14.71428571,15,Graduate
1,1,0,0,18,12.66666667,12.83333333,Graduate
0,1,0,1,23,14.38461538,13.3,Graduate
1,1,0,1,18,13.4,12.2,Graduate
1,1,0,0,18,13.31428571,13.31428571,Graduate
1,1,0,0,19,11.98857143,11.98857143,Graduate
1,1,0,0,21,11.54545455,12.88888889,Graduate
1,1,0,1,18,16.46153846,13.875,Graduate
1,1,0,1,24,13.66666667,12.83333333,Graduate
1,1,0,0,18,12.65,13.41111111,Dropout
1,1,0,0,18,12.33333333,12,Graduate
1,1,0,0,20,14.37,14.65,Graduate
1,1,0,0,19,12,11.75,Graduate
1,0,0,1,18,12,10.66666667,Dropout
0,1,0,1,19,12,11,Dropout
1,1,0,0,19,12.6,11.2,Graduate
0,1,0,0,18,12.16666667,12.33333333,Graduate
1,1,0,0,20,13.5,14,Graduate
1,1,0,1,18,13.76375,13.76375,Graduate
1,1,0,1,19,12.4,12.8,Graduate
1,1,0,0,18,10.66666667,12,Graduate
1,1,0,0,18,14.33333333,14.33333333,Graduate
1,1,0,0,21,12.5,12.66666667,Graduate
1,0,0,0,19,10,0,Dropout
1,1,0,0,21,14.69625,14.62222222,Graduate
0,1,0,0,18,11.5,13.75,Graduate
0,1,0,1,18,12.85555556,13.9125,Graduate
0,1,0,0,18,13.7,13.99444444,Graduate
0,0,0,0,23,0,12,Dropout
1,1,0,0,20,11.2,12,Graduate
0,1,0,0,18,13.28571429,13.33333333,Graduate
1,1,0,0,19,13,10.4,Graduate
0,1,0,1,27,12.6,11.68571429,Graduate
1,0,0,1,19,12.8,12,Graduate
1,1,0,0,21,11.5,11,Dropout
1,1,0,1,19,11.4,11.4,Graduate
0,1,0,1,21,12.33333333,11.33333333,Graduate
1,1,0,0,18,12.8,12.2,Graduate
1,1,0,1,20,12,15,Graduate
1,1,0,1,18,13,13.5,Graduate
1,0,0,1,18,11.83333333,11,Dropout
1,1,0,0,18,14,13.33333333,Graduate
1,1,0,1,18,12.33333333,13.5,Graduate
1,1,0,1,19,13.04,12.5,Graduate
1,0,0,0,23,13.16666667,13.33333333,Graduate
1,1,0,1,24,12.5,12.83333333,Graduate
1,1,0,0,19,0,0,Graduate
1,1,0,0,18,15.65714286,15.65714286,Graduate
0,1,0,0,19,12.16666667,11.33333333,Graduate
1,1,0,0,19,0,0,Dropout
0,1,0,1,20,10.6,11.16666667,Graduate
0,1,0,0,20,13.42857143,12.66666667,Graduate
0,1,0,0,26,11.75,0,Dropout
0,0,1,0,36,0,0,Dropout
0,0,1,0,19,0,0,Dropout
0,0,1,0,27,0,0,Dropout
0,1,1,0,18,13,0,Dropout
1,1,1,1,18,13.33142857,13.33142857,Graduate
0,1,1,0,28,0,0,Dropout
1,1,1,0,21,0,0,Graduate
0,1,1,0,19,13.7,13.7,Graduate
0,0,1,0,26,0,0,Dropout
1,1,1,0,20,13.45454545,13.875,Dropout
1,1,1,0,19,12.2,12.2,Graduate
1,1,1,0,21,10,11,Dropout
0,1,1,1,23,13,12.85714286,Graduate
0,1,1,0,29,12,14,Graduate
0,1,1,0,20,15.02857143,15.02857143,Graduate
0,1,1,0,18,12,11.71428571,Graduate
1,1,1,0,19,12,12.4,Graduate
0,0,1,0,23,13.66666667,11.33333333,Dropout
0,1,1,0,21,0,0,Dropout
1,1,1,0,18,12,12.5,Graduate
1,1,1,1,18,0,0,Graduate
1,0,1,0,21,14,0,Dropout
0,1,1,0,22,0,0,Dropout
1,1,1,0,21,12.375,12.58333333,Graduate
1,0,1,0,32,0,0,Dropout
1,1,1,0,27,11.42105263,11.07692308,Graduate
1,1,1,0,18,13.35,13.35,Graduate
1,1,1,1,24,15,16,Graduate
1,1,1,0,22,10.5,0,Dropout
1,0,1,0,22,0,0,Dropout
1,1,1,0,19,13.25,11.83333333,Graduate
1,1,1,0,19,0,0,Dropout
1,1,1,0,21,11.5,10.6,Graduate
1,1,0,1,18,13.88125,13.88125,Graduate
1,1,0,0,18,11.33333333,12.6,Graduate
1,1,0,0,20,0,0,Dropout
1,1,0,0,19,12.85714286,13.66666667,Graduate
1,1,0,0,19,11.6,12.5,Graduate
1,1,0,1,18,11.4,11.33333333,Graduate
1,1,0,0,20,13.33333333,13,Graduate
0,1,0,1,22,13.57142857,13.77777778,Graduate
0,1,0,0,31,11.83333333,12.22857143,Graduate
0,1,0,1,19,14.42857143,14.14285714,Graduate
1,1,0,0,18,0,0,Graduate
1,1,0,1,18,12.28571429,12.4,Graduate
0,1,0,0,21,14.4,13.8,Graduate
1,1,0,1,18,13.15,15.06875,Graduate
0,0,1,0,25,0,0,Dropout
0,1,1,0,21,0,0,Dropout
1,1,0,1,19,12.34285714,12.34285714,Graduate
1,1,0,0,19,12.2,10.8,Graduate
1,1,0,0,22,10.5,11,Dropout
0,1,1,0,19,10.6,11.6,Graduate
0,1,0,0,58,0,0,Dropout
1,1,0,1,19,11.25,12,Graduate
1,1,1,0,23,10.5,11.7,Graduate
1,1,0,1,19,11,11.66666667,Graduate
1,1,0,0,18,13.45714286,14.5125,Graduate
0,1,0,0,20,12.6,12.33333333,Graduate
0,0,0,0,18,0,0,Dropout
0,1,0,0,18,13.66666667,13.6,Graduate
1,1,0,1,18,11.6,11.8,Graduate
0,1,0,0,24,12.57142857,12.83333333,Dropout
1,1,0,0,18,11.8,11.4,Dropout
1,1,0,1,19,11.6,12.66666667,Graduate
1,1,0,1,19,11.33333333,11.83333333,Graduate
1,1,0,0,18,10.66666667,11.5,Graduate
1,1,0,0,18,13.5,13.4,Graduate
1,1,0,1,19,0,0,Graduate
0,1,0,0,22,13.33333333,11.5,Graduate
1,1,0,0,19,13.4,13.5,Graduate
1,1,0,1,21,10.2,12.25,Graduate
1,1,0,1,21,13,12.83333333,Graduate
1,1,0,1,18,12.90857143,12.90857143,Graduate
1,1,0,0,20,12,10,Dropout
1,1,0,1,18,10.83333333,11,Graduate
1,1,0,0,19,15.33333333,15.83333333,Graduate
1,1,0,1,18,12.81666667,12.875,Graduate
0,0,1,0,26,13,14,Dropout
0,1,0,0,19,13.5,11,Graduate
0,1,0,0,35,12.5,12.16666667,Graduate
1,1,0,1,19,13,14.33333333,Graduate
1,1,1,0,18,11.75,12.57142857,Graduate
0,1,1,0,19,12.5,14.25,Graduate
1,1,1,0,25,11.61111111,12.05555556,Graduate
1,1,1,0,18,14,14.66666667,Graduate
1,0,1,0,26,0,0,Dropout
0,1,1,0,34,13.8,13.83333333,Graduate
1,0,1,0,18,0,0,Dropout
0,0,1,0,18,0,0,Dropout
1,1,1,1,18,12.25,12.33333333,Dropout
0,1,1,0,20,11.5,13.66666667,Dropout
0,1,1,0,25,12.57142857,12.55555556,Graduate
0,1,1,0,18,12,12.16666667,Dropout
1,1,1,0,19,12,12.30769231,Graduate
1,1,1,0,20,0,0,Dropout
1,1,1,1,20,12,11.16666667,Graduate
0,1,1,0,20,11.6,12.25,Graduate
1,1,1,1,19,0,0,Dropout
0,1,1,0,20,12,13,Graduate
1,1,1,0,18,13.97666667,12.04166667,Graduate
1,1,1,0,19,12.5,10,Graduate
1,0,1,0,20,0,0,Dropout
0,1,1,0,24,10.5,12.5,Dropout
1,1,1,0,20,12.85714286,12.3,Graduate
1,1,1,0,19,11.66666667,12,Graduate
0,1,1,0,23,13,10,Dropout
1,1,1,0,20,11.83333333,10.4,Graduate
0,1,1,0,21,12.45454545,12.75,Graduate
1,1,1,0,20,11,0,Dropout
1,1,1,0,21,13.2,14.25,Graduate
0,1,1,1,18,15.5,14.16666667,Graduate
1,1,1,0,18,12.33333333,13.66666667,Graduate
1,1,1,0,18,12,11.4,Graduate
1,1,1,0,20,11.6,11.5,Graduate
0,1,1,1,18,11.33333333,12.28571429,Graduate
1,1,1,0,19,0,0,Dropout
1,1,1,0,20,12,12.5,Graduate
0,1,1,0,19,12,12.6,Graduate
1,1,1,0,33,12.5,11.5,Dropout
1,1,1,0,21,13.66666667,13,Graduate
0,0,1,0,25,14.5,0,Dropout
1,1,1,1,20,13.2,0,Dropout
1,1,1,1,22,12.16666667,14.8,Dropout
0,1,0,0,39,11.25,11.33333333,Graduate
1,1,1,1,21,15.16666667,14.42857143,Graduate
0,1,0,1,19,11.16666667,13.4,Graduate
0,1,0,1,26,10.98333333,10.98333333,Graduate
1,1,0,1,19,10.75,11.5,Graduate
1,0,0,1,20,13.38461538,14.28571429,Graduate
1,1,0,1,25,11.28571429,12.2,Graduate
0,1,1,0,24,0,0,Dropout
1,1,1,0,20,13,14.83333333,Graduate
0,1,1,0,29,16.11111111,13.5,Graduate
0,1,1,0,20,11.5,11,Graduate
1,1,1,0,20,10.75,10.5,Dropout
1,1,1,1,24,11.6,13,Graduate
0,1,1,0,24,0,0,Dropout
0,1,1,0,23,13.8,14.14285714,Graduate
1,1,1,0,20,13.58571429,14.6875,Graduate
1,1,1,0,19,13.85714286,13,Graduate
0,1,1,0,28,12,12.33333333,Graduate
1,1,1,1,20,13.44444444,12.6,Graduate
0,1,1,0,18,14,13.85714286,Graduate
1,1,1,0,20,12,0,Dropout
1,1,1,0,33,14.2,13.83333333,Graduate
0,1,0,0,35,13.34,10.84,Graduate
0,1,0,0,27,12.45714286,12.45714286,Graduate
1,0,0,0,19,11,12,Dropout
0,1,0,1,31,10.5,10.5,Graduate
1,1,1,0,19,0,0,Graduate
1,1,1,0,22,14,13,Graduate
0,1,0,0,39,0,0,Dropout
1,0,1,0,22,0,0,Dropout
0,1,1,0,47,10,12.5,Graduate
1,1,1,1,19,0,0,Graduate
1,1,0,0,19,13.5,14.33333333,Graduate
1,1,0,0,19,0,0,Dropout
1,1,0,1,21,13.38888889,14.88888889,Graduate
1,0,0,0,39,0,0,Dropout
1,1,1,0,19,13.58333333,13.58333333,Graduate
0,1,1,1,20,0,0,Graduate
1,0,1,0,24,0,0,Dropout
1,1,1,0,27,10,0,Dropout
0,1,1,0,29,15.2,15.2,Graduate
1,1,1,0,20,12.8,0,Dropout
0,1,1,0,21,11.16666667,11,Dropout
1,1,1,0,18,0,0,Graduate
0,1,1,0,19,12.82857143,12.82857143,Graduate
0,0,1,0,19,12.5,12.6,Dropout
0,1,1,1,28,10,12.4,Graduate
1,0,0,0,21,11.5,13.25,Graduate
1,0,0,0,23,11.32857143,11.32857143,Dropout
0,1,0,0,39,13,13,Graduate
1,1,0,0,18,13.03333333,13.03333333,Graduate
0,1,0,0,59,12.16666667,11.75,Graduate
0,1,1,0,30,14.5,16.2,Graduate
1,1,0,0,18,14.4,13.6,Graduate
0,1,0,0,41,12.25,12.5,Graduate
1,1,0,0,27,0,0,Dropout
1,1,0,1,18,12.66666667,12,Graduate
1,0,0,0,20,12,11.66666667,Dropout
0,0,0,0,32,0,0,Dropout
1,1,0,0,19,11.66666667,10.8,Dropout
0,1,0,0,41,0,0,Dropout
0,1,0,0,38,10,0,Dropout
0,1,1,0,35,0,0,Dropout
1,1,0,0,27,12.25,12,Dropout
1,1,0,0,19,12,12.5,Graduate
0,0,0,0,18,12.6,11.8,Graduate
0,0,0,0,39,0,0,Dropout
0,0,0,0,37,0,0,Dropout
0,0,0,0,37,0,0,Dropout
0,1,0,1,35,12.6875,12,Graduate
0,1,0,0,49,10.4,10.66666667,Graduate
0,1,0,0,52,10.46666667,10.92307692,Graduate
1,1,0,0,18,14.33333333,13,Graduate
0,1,0,1,30,14.66666667,14.33333333,Graduate
1,1,0,0,21,12.83571429,14.23125,Graduate
1,1,1,0,20,0,0,Dropout
1,1,1,0,18,0,0,Graduate
1,1,1,0,19,0,0,Dropout
1,1,1,0,18,13.24875,13.24875,Graduate
0,1,1,0,20,12.85714286,12.75,Graduate
1,1,0,0,21,13.6,14.25,Graduate
1,1,0,1,22,14,12.4,Graduate
1,0,0,0,20,12,11,Graduate
0,1,0,0,20,13.16666667,14,Graduate
1,1,0,1,19,13.625,12.16666667,Graduate
1,1,0,1,18,14.85,15.61111111,Graduate
1,1,1,0,21,10.75,11.4,Graduate
0,1,0,0,19,0,11.66666667,Graduate
0,1,0,0,37,0,0,Dropout
1,1,0,0,45,14,13.85714286,Graduate
0,0,1,0,38,0,0,Dropout
1,0,1,0,55,0,0,Dropout
0,0,0,0,28,13,11.75,Dropout
0,1,0,0,46,12.375,12.4,Graduate
1,1,0,0,22,0,0,Graduate
0,1,0,0,46,11.4,13.75,Dropout
0,1,0,0,28,11.25,13,Graduate
1,0,0,0,18,13,12,Dropout
1,1,1,1,18,0,0,Graduate
1,1,1,1,21,13.5,14.16666667,Graduate
1,1,0,0,18,11,11,Graduate
0,1,0,0,34,0,11,Dropout
1,1,0,1,21,12,11.2,Dropout
1,1,0,1,18,13,13,Graduate
1,1,1,0,20,0,0,Graduate
1,1,0,0,18,12,12.25,Graduate
1,1,1,0,21,11.16666667,10.8,Graduate
1,1,1,0,19,10.5,12,Dropout
1,1,1,0,22,12.66666667,12.16666667,Graduate
0,1,1,0,23,11,0,Dropout
1,1,1,0,19,0,0,Dropout
1,1,1,0,18,11.5,10.33333333,Graduate
1,0,1,1,19,0,0,Dropout
1,1,1,0,19,10.5,11.75,Graduate
0,1,1,0,19,12.5,11,Graduate
1,1,1,0,22,12.83333333,12.5,Graduate
0,1,1,1,18,15.57142857,16.14285714,Graduate
1,1,1,0,18,12,11.8,Dropout
0,1,1,0,19,11.25,11.33333333,Dropout
1,1,1,0,18,0,0,Graduate
0,1,1,0,21,12.28571429,14.25,Graduate
1,1,1,0,18,11,10.33333333,Graduate
1,1,1,0,19,12.14285714,13.6,Graduate
0,0,1,0,27,11.5,0,Dropout
1,1,1,0,20,12.54545455,11.625,Graduate
1,1,1,0,20,13,13,Graduate
1,1,1,0,18,12.8875,12.8875,Graduate
1,1,1,0,18,12.66666667,13.6,Graduate
1,1,1,0,18,12.83333333,12.57142857,Graduate
1,1,1,0,18,10.66666667,12.5,Dropout
1,1,1,0,18,13,12.4,Graduate
1,1,0,0,18,11.98333333,12.28125,Graduate
1,0,0,0,37,0,0,Dropout
0,1,0,1,36,11.83333333,11.5,Graduate
1,1,0,0,26,12.66666667,11,Dropout
0,1,0,0,19,13.75,14.5,Graduate
1,1,0,0,24,11.4,11.8,Dropout
1,1,0,1,19,13.16666667,13,Dropout
1,1,0,1,20,12.83333333,11.8,Graduate
1,1,0,0,19,14.125,14.5,Graduate
1,1,0,0,21,11.66666667,13,Graduate
0,0,0,0,50,10.25,11.25,Dropout
0,1,0,0,47,12.51428571,11.75,Dropout
0,1,0,0,24,11.5,10.44444444,Dropout
0,0,0,0,48,10,0,Dropout
1,1,0,1,18,15.71428571,12.77777778,Graduate
1,1,1,0,32,12.5,11,Dropout
1,0,1,0,20,12,12.75,Dropout
0,1,1,0,24,0,0,Dropout
0,1,1,0,53,12.25,11.75,Graduate
0,0,1,0,42,0,0,Dropout
1,1,1,0,52,13.6,14.2,Graduate
0,1,1,0,54,13.30769231,12.81818182,Graduate
0,1,1,0,49,12.2,11.8,Graduate
0,1,1,1,18,12.28571429,13.33333333,Graduate
1,1,1,0,37,12,13,Graduate
0,1,1,1,21,13.34285714,11.65,Graduate
0,1,1,0,26,0,0,Dropout
1,1,1,0,20,14.27272727,14.81818182,Graduate
1,1,0,1,19,12.1375,12.91111111,Graduate
1,1,0,0,18,14.16666667,14.85714286,Graduate
1,1,0,0,18,13.52857143,14.65555556,Graduate
0,1,0,0,20,12,11,Graduate
1,1,0,0,20,11.4,11,Dropout
1,1,0,0,21,0,0,Dropout
1,1,0,0,22,12.91666667,14.5,Graduate
0,1,0,1,18,13.6375,14.3875,Graduate
1,1,0,0,18,12.9,12.14285714,Dropout
1,1,0,1,19,14.36,14.36,Graduate
0,1,0,0,19,14.51428571,14.51428571,Graduate
1,1,0,0,18,14.7,14.7,Graduate
0,1,0,0,27,15.2,14,Graduate
1,1,0,1,20,13,15.0625,Graduate
1,1,0,0,20,13.5,0,Dropout
1,1,0,0,20,12.33333333,12.6,Graduate
0,1,0,0,19,13.4,13,Graduate
0,1,0,0,20,11.75,10.5,Graduate
1,1,0,1,20,0,0,Graduate
1,1,0,0,20,0,0,Graduate
1,1,0,0,27,14.72727273,14.14285714,Graduate
1,1,0,0,18,16.57142857,15.66666667,Graduate
0,1,0,0,18,15.145,15.7425,Graduate
0,1,0,1,18,13.44285714,15.075,Graduate
0,1,0,0,20,14.16666667,11.75,Graduate
1,1,0,0,19,14,15,Graduate
0,1,0,1,20,11.33333333,12.33333333,Graduate
1,1,0,0,18,13.76125,13.76125,Graduate
0,0,0,0,22,11.6,10,Dropout
0,1,0,1,22,12.75,13,Graduate
0,1,0,0,25,12.5,11,Graduate
0,1,0,0,19,15.30769231,14,Graduate
1,0,0,0,21,13.28571429,12,Dropout
1,1,0,0,27,14.75714286,14.07777778,Graduate
1,1,0,0,18,12.76666667,12.76666667,Graduate
0,0,0,0,18,10.4,0,Dropout
1,1,1,0,19,0,0,Dropout
0,1,1,1,35,10.5,12.6,Graduate
0,1,1,0,23,14.25,13.4,Graduate
0,1,1,0,28,11.91666667,0,Dropout
1,1,1,0,19,10.66666667,14,Graduate
0,1,1,0,19,12.25,12.66666667,Graduate
1,1,1,0,20,12,11.6,Dropout
1,1,1,0,21,11,12.75,Dropout
1,1,1,0,18,14.16666667,13,Graduate
1,1,1,0,22,14.66666667,15,Graduate
1,1,1,0,21,0,12.28571429,Graduate
0,0,1,0,38,12.66666667,0,Dropout
1,1,1,0,20,0,0,Graduate
1,1,1,0,19,0,0,Dropout
0,1,1,0,24,0,0,Dropout
1,0,1,0,19,0,0,Dropout
1,1,1,1,19,13.7,14.02222222,Graduate
0,1,1,0,19,11.8,12.4,Graduate
0,1,1,0,31,0,0,Dropout
1,1,1,1,19,13.33333333,13.28571429,Graduate
1,1,1,0,22,11.4,12.16666667,Graduate
0,1,1,0,25,0,0,Dropout
1,1,1,0,18,16.14285714,0,Dropout
1,1,1,0,30,0,0,Dropout
0,1,1,1,18,15.63375,15.63375,Graduate
1,1,1,0,18,13.66666667,14.5,Graduate
0,1,1,0,18,0,0,Dropout
1,1,1,0,18,12.5,11.5,Graduate
0,1,1,1,25,12.28571429,13,Graduate
0,1,1,0,18,14,11,Graduate
0,1,1,0,18,0,0,Dropout
1,1,1,0,19,10.75,12.25,Graduate
0,1,1,0,25,12.95,13.125,Dropout
1,1,0,0,19,12.45,12.45,Graduate
0,1,0,0,31,12.25,12,Graduate
1,1,0,1,20,13.38125,13.38125,Graduate
1,0,0,0,33,12.16,11.34,Dropout
0,0,0,0,24,12.5,11.5,Graduate
1,1,0,1,18,12.75,12.16666667,Graduate
1,1,0,0,19,13.3425,13.3425,Graduate
1,1,0,1,20,14.175,13.03125,Graduate
0,1,1,1,33,10,10,Graduate
0,1,1,0,24,0,14.5,Dropout
0,1,1,0,24,0,0,Dropout
1,1,1,0,18,12,12.14285714,Graduate
1,1,0,1,18,10.57142857,11.4,Graduate
1,1,0,0,22,14.15384615,15.42857143,Graduate
1,1,0,1,18,11.16666667,12.4,Graduate
1,1,0,0,21,12,12.66666667,Graduate
1,1,0,0,38,11.33333333,12,Dropout
0,1,0,1,29,12.58823529,13.35714286,Graduate
1,1,0,1,20,12,10.75,Graduate
1,0,0,0,18,0,0,Dropout
0,1,1,0,37,12.25,12.84615385,Graduate
0,1,1,0,20,11.6,12.8,Graduate
1,0,1,0,20,13,12,Dropout
0,1,1,0,40,10.66666667,12.5,Dropout
0,1,1,0,44,12.33333333,11,Graduate
0,0,1,0,21,11,11.42857143,Dropout
0,1,1,0,21,13.42857143,13.125,Graduate
1,1,1,0,18,13.05375,13.05375,Graduate
1,1,1,0,18,12.03571429,13.75,Graduate
0,1,1,0,27,14.16666667,13.83333333,Graduate
0,0,1,0,38,0,0,Dropout
0,1,1,0,18,13.6,12.66666667,Dropout
1,1,1,0,19,12.2,12,Graduate
1,1,1,0,18,13.71428571,13.33333333,Dropout
0,0,1,0,19,11.66666667,10,Dropout
0,0,1,0,44,14,0,Dropout
1,1,1,0,26,12.5,10,Dropout
0,0,1,0,24,11.83333333,11.5,Dropout
1,0,1,0,27,0,0,Dropout
0,0,1,0,27,0,0,Dropout
1,1,1,0,25,11.53846154,12.4,Dropout
1,1,1,0,21,11.28571429,12.25,Graduate
1,1,1,1,19,0,0,Graduate
1,1,1,0,20,11.8,12,Graduate
0,1,1,0,20,0,10.5,Graduate
1,0,1,0,20,0,0,Dropout
0,0,1,1,18,14.2,14.2,Graduate
0,1,1,0,19,12.7,12.27272727,Graduate
1,0,0,0,22,12.66666667,0,Dropout
1,1,0,0,19,14.42857143,15,Graduate
1,1,0,1,18,13.11714286,12.6,Graduate
1,1,0,0,20,12.66666667,11.83333333,Graduate
1,1,0,1,18,0,0,Dropout
0,1,1,0,36,15.28571429,16.5,Graduate
0,1,1,0,19,10.5,11.25,Graduate
0,1,1,1,21,12.63636364,12.6,Graduate
1,1,0,0,26,0,0,Dropout
0,0,0,0,29,14.33333333,14,Dropout
0,0,1,0,26,15.125,13.66666667,Graduate
0,1,1,0,27,0,0,Dropout
0,1,1,0,32,12,10.33333333,Graduate
1,1,0,1,23,14.25,12,Graduate
0,1,0,0,24,10.5,10,Graduate
1,1,0,1,19,13.5,14.42857143,Graduate
1,1,1,0,25,11.66666667,12,Graduate
1,1,1,0,19,10.8,10,Graduate
0,0,1,0,20,0,0,Dropout
0,1,1,0,33,12.8,11.42857143,Graduate
0,1,1,0,35,10.8,12,Dropout
1,1,1,0,23,11.4,11,Graduate
1,1,1,0,19,13.72571429,14.5,Graduate
0,1,1,0,21,12.8,12.25,Graduate
1,1,1,1,21,13.5,11.16666667,Graduate
0,1,1,0,27,15.57,15.57,Dropout
1,1,1,0,19,11,12,Graduate
0,1,1,0,28,14.11428571,15.91111111,Dropout
0,1,1,0,25,11,11.5,Graduate
0,1,1,0,42,0,0,Dropout
0,1,1,0,27,13.5,13.75,Graduate
1,1,1,0,23,11.25,0,Dropout
1,1,1,1,18,12.14285714,11.33333333,Graduate
0,1,1,0,26,13.07571429,13.07571429,Graduate
0,1,1,0,18,0,0,Dropout
0,1,1,0,29,11,13.5,Dropout
1,1,1,0,22,0,0,Dropout
1,1,0,0,21,13.125,12.33333333,Graduate
1,1,0,1,19,13.51285714,13.51285714,Graduate
1,1,0,1,18,12.83333333,12.16666667,Graduate
1,1,0,1,18,15,11.66666667,Dropout
0,0,0,0,40,12.8,13.33333333,Dropout
1,0,0,0,20,12.33333333,0,Dropout
1,1,1,0,18,12.288,12.288,Dropout
0,1,1,0,31,12.33333333,13.28571429,Graduate
0,1,1,1,18,11.5,12.8,Graduate
1,1,1,0,22,11.83333333,11.14285714,Dropout
0,0,1,0,38,0,0,Dropout
0,1,1,0,33,0,0,Dropout
0,1,1,1,19,11.8,11.5,Graduate
0,1,1,0,18,0,0,Dropout
